SystemB,1694548831245,92,11,987179512,Normal,40.76:-88.77,8167639915599644302
SystemB,1694548831245,70,18,1565885487,Normal,39.72:-90.24,8167639915599644302
SystemB,1694548831275,74,15,371182829,Normal,34.96:-91.14,8167639915599644302
SystemB,1694548831305,97,10,1390372503,Normal,38.46:-90.86,8167639915599644302
SystemB,1694548831305,78,16,160779139,Normal,41.62:-90.7,8167639915599644302
SystemB,1694548831325,54,26,1325712174,Normal,38.46:-90.86,8167639915599644302
SystemB,1694548831345,93,31,160405074,Normal,38.0:-94.37,8167639915599644302
SystemB,1694548831404,88,24,1198242881,Normal,40.76:-88.77,8167639915599644302
SystemB,1694548831544,73,23,1090292248,Normal,41.62:-90.7,8167639915599644302
SystemB,1694548832096,92,11,987179512,Normal,41.11:-88.42,8167639915599644302
SystemB,1694548832124,70,18,1565885487,Normal,39.72:-90.24,8167639915599644302
SystemB,1694548832165,78,16,160779139,Normal,41.72:-91.05,8167639915599644302
SystemB,1694548832206,93,31,160405074,Normal,38.33:-94.35,8167639915599644302
SystemB,1694548832227,97,10,1390372503,Normal,38.31:-91.07,8167639915599644302
SystemB,1694548832265,74,15,371182829,Normal,34.83:-91.38,8167639915599644302
SystemB,1694548832294,88,24,1198242881,Normal,41.11:-88.42,8167639915599644302
SystemB,1694548832294,73,23,1090292248,Normal,41.72:-91.05,8167639915599644302
SystemB,1694548832304,54,26,1325712174,Normal,38.31:-91.07,8167639915599644302
SystemB,1694548832895,70,18,1565885487,Normal,39.71:-90.37,8167639915599644302
SystemB,1694548832925,92,11,987179512,Normal,41.48:-88.07,8167639915599644302
SystemB,1694548833125,88,24,1198242881,Normal,41.48:-88.07,8167639915599644302
SystemB,1694548833145,97,10,1390372503,Normal,38.22:-91.18,8167639915599644302
SystemB,1694548833166,78,16,160779139,Normal,41.71:-91.32,8167639915599644302
SystemB,1694548833187,73,23,1090292248,Normal,41.71:-91.32,8167639915599644302
SystemB,1694548833187,93,31,160405074,Normal,38.67:-94.38,8167639915599644302
SystemB,1694548833216,74,15,371182829,Normal,34.89:-91.74,8167639915599644302
SystemB,1694548833236,54,26,1325712174,Normal,38.22:-91.18,8167639915599644302
SystemB,1694548833755,87,28,1565885487,Normal,39.71:-90.52,8167639915599644302
SystemB,1694548833784,50,11,371182829,Normal,41.87:-87.67,8167639915599644302
SystemB,1694548833804,97,18,1384345811,Normal,39.71:-90.52,8167639915599644302
SystemB,1694548833885,92,32,1390372503,Normal,34.81:-91.93,8167639915599644302
SystemB,1694548833994,78,16,160779139,Normal,41.74:-91.47,8167639915599644302
SystemB,1694548834066,76,24,1090292248,Normal,41.87:-87.67,8167639915599644302
SystemB,1694548834134,93,31,160405074,Normal,38.99:-94.38,8167639915599644302
SystemB,1694548834175,77,12,803014426,Normal,36.37:-89.65,8167639915599644302
SystemB,1694548834277,64,27,1325562373,Normal,38.83:-91.19,8167639915599644302
SystemB,1694548834624,50,11,371182829,Normal,41.87:-87.67,8167639915599644302
SystemB,1694548834655,97,18,1384345811,Normal,39.7:-90.63,8167639915599644302
SystemB,1694548834704,92,32,1390372503,Normal,34.8:-92.09,8167639915599644302
SystemB,1694548834735,87,28,1565885487,Normal,39.7:-90.63,8167639915599644302
SystemB,1694548834904,78,16,160779139,Normal,41.72:-91.63,8167639915599644302
SystemB,1694548834935,93,31,160405074,Normal,39.1:-94.59,8167639915599644302
SystemB,1694548835045,77,12,803014426,Normal,35.94:-89.8,8167639915599644302
SystemB,1694548835065,76,24,1090292248,Normal,41.87:-87.67,8167639915599644302
SystemB,1694548835094,64,27,1325562373,Normal,38.87:-91.33,8167639915599644302
SystemB,1694548835555,92,32,1390372503,Normal,34.78:-92.31,8167639915599644302
SystemB,1694548835594,97,18,1384345811,Normal,39.69:-90.79,8167639915599644302
SystemB,1694548835695,87,28,1565885487,Normal,39.69:-90.79,8167639915599644302
SystemB,1694548835765,78,16,160779139,Normal,42.23:-91.78,8167639915599644302
SystemB,1694548835836,50,11,371182829,Overspeed,41.48:-88.07,8167639915599644302
SystemB,1694548835865,93,31,160405074,Normal,39.1:-94.59,8167639915599644302
SystemB,1694548835935,77,12,803014426,Normal,35.68:-90.07,8167639915599644302
SystemB,1694548836055,64,27,1325562373,Normal,38.93:-91.56,8167639915599644302
SystemB,1694548836265,76,24,1090292248,Normal,41.48:-88.07,8167639915599644302
SystemB,1694548836366,92,32,1390372503,Normal,34.78:-92.31,8167639915599644302
SystemB,1694548836516,97,18,1384345811,Normal,39.72:-90.97,8167639915599644302
SystemB,1694548836623,87,28,1565885487,Normal,39.72:-90.97,8167639915599644302
SystemB,1694548836645,78,16,160779139,Normal,42.23:-91.78,8167639915599644302
SystemB,1694548836804,50,11,371182829,Normal,41.11:-88.42,8167639915599644302
SystemB,1694548836875,77,12,803014426,Normal,35.35:-90.24,8167639915599644302
SystemB,1694548836915,64,27,1325562373,Normal,38.94:-91.74,8167639915599644302
SystemB,1694548837035,76,24,1090292248,Normal,41.11:-88.42,8167639915599644302
SystemB,1694548837134,93,31,160405074,Normal,38.99:-94.38,8167639915599644302
SystemB,1694548837285,97,18,1384345811,Normal,39.75:-91.2,8167639915599644302
SystemB,1694548837405,87,28,1565885487,Normal,39.75:-91.2,8167639915599644302
